verein,marktwert,date
Eintracht Frankfurt,73.98,2015-02-01
VfL Wolfsburg,163.30,2015-02-01
Borussia Mönchengladbach,128.65,2015-02-01
TSG 1899 Hoffenheim,116.65,2015-02-01
VfB Stuttgart,95.25,2015-02-01
SC Freiburg,54.85,2015-02-01
1.FSV Mainz 05,80.40,2015-02-01
1.FC Köln,37.45,2015-02-01
FC Augsburg,47.55,2015-02-01
Hertha BSC,70.85,2015-02-01
1.FC Union Berlin,13.55,2015-02-01
Arminia Bielefeld,8.00,2015-02-01
VfL Bochum,13.60,2015-02-01
SpVgg Greuther Fürth,18.68,2015-02-01
FC Bayern München,544.15,2015-01-15
Borussia Dortmund,349.75,2015-01-15
RasenBallsport Leipzig,23.10,2015-01-15
Bayer 04 Leverkusen,179.30,2015-01-15
Eintracht Frankfurt,75.48,2015-01-15
VfL Wolfsburg,165.30,2015-01-15
Borussia Mönchengladbach,128.65,2015-01-15
TSG 1899 Hoffenheim,124.45,2015-01-15
VfB Stuttgart,96.25,2015-01-15
SC Freiburg,55.85,2015-01-15
1.FSV Mainz 05,76.40,2015-01-15
1.FC Köln,40.65,2015-01-15
FC Augsburg,48.05,2015-01-15
Hertha BSC,72.35,2015-01-15
1.FC Union Berlin,13.35,2015-01-15
Arminia Bielefeld,8.00,2015-01-15
VfL Bochum,13.48,2015-01-15
SpVgg Greuther Fürth,19.45,2015-01-15
FC Bayern München,568.15,2015-01-01
Borussia Dortmund,342.25,2015-01-01
RasenBallsport Leipzig,19.95,2015-01-01
Bayer 04 Leverkusen,180.95,2015-01-01
Eintracht Frankfurt,75.85,2015-01-01
VfL Wolfsburg,175.45,2015-01-01
Borussia Mönchengladbach,128.65,2015-01-01
TSG 1899 Hoffenheim,125.45,2015-01-01
VfB Stuttgart,96.25,2015-01-01
SC Freiburg,53.60,2015-01-01
1.FSV Mainz 05,80.15,2015-01-01
1.FC Köln,46.15,2015-01-01
FC Augsburg,43.35,2015-01-01
Hertha BSC,72.35,2015-01-01
1.FC Union Berlin,14.45,2015-01-01
Arminia Bielefeld,7.25,2015-01-01
VfL Bochum,13.48,2015-01-01
SpVgg Greuther Fürth,19.30,2015-01-01
FC Bayern München,568.15,2014-12-15
Borussia Dortmund,342.25,2014-12-15
RasenBallsport Leipzig,19.95,2014-12-15
Bayer 04 Leverkusen,180.95,2014-12-15
Eintracht Frankfurt,75.85,2014-12-15
VfL Wolfsburg,172.95,2014-12-15
Borussia Mönchengladbach,128.60,2014-12-15
TSG 1899 Hoffenheim,124.65,2014-12-15
VfB Stuttgart,96.25,2014-12-15
SC Freiburg,53.10,2014-12-15
1.FSV Mainz 05,78.65,2014-12-15
1.FC Köln,44.25,2014-12-15
FC Augsburg,43.35,2014-12-15
Hertha BSC,72.35,2014-12-15
1.FC Union Berlin,14.45,2014-12-15
Arminia Bielefeld,6.75,2014-12-15
VfL Bochum,13.48,2014-12-15
SpVgg Greuther Fürth,19.30,2014-12-15
FC Bayern München,568.15,2014-12-01
Borussia Dortmund,342.25,2014-12-01
RasenBallsport Leipzig,19.95,2014-12-01
Bayer 04 Leverkusen,180.95,2014-12-01
Eintracht Frankfurt,75.85,2014-12-01
VfL Wolfsburg,172.95,2014-12-01
Borussia Mönchengladbach,128.60,2014-12-01
TSG 1899 Hoffenheim,124.65,2014-12-01
VfB Stuttgart,96.25,2014-12-01
SC Freiburg,53.10,2014-12-01
1.FSV Mainz 05,78.65,2014-12-01
1.FC Köln,43.95,2014-12-01
FC Augsburg,43.35,2014-12-01
Hertha BSC,72.35,2014-12-01
1.FC Union Berlin,14.55,2014-12-01
Arminia Bielefeld,6.75,2014-12-01
VfL Bochum,13.48,2014-12-01
SpVgg Greuther Fürth,19.38,2014-12-01
FC Bayern München,568.05,2014-11-15
Borussia Dortmund,342.25,2014-11-15
RasenBallsport Leipzig,19.95,2014-11-15
Bayer 04 Leverkusen,180.95,2014-11-15
Eintracht Frankfurt,75.35,2014-11-15
VfL Wolfsburg,172.95,2014-11-15
Borussia Mönchengladbach,128.60,2014-11-15
TSG 1899 Hoffenheim,124.65,2014-11-15
VfB Stuttgart,96.25,2014-11-15
SC Freiburg,53.10,2014-11-15
1.FSV Mainz 05,78.65,2014-11-15
1.FC Köln,43.95,2014-11-15
FC Augsburg,43.35,2014-11-15
Hertha BSC,72.35,2014-11-15
1.FC Union Berlin,14.55,2014-11-15
Arminia Bielefeld,6.75,2014-11-15
VfL Bochum,13.18,2014-11-15
SpVgg Greuther Fürth,19.38,2014-11-15
FC Bayern München,564.35,2014-11-01
Borussia Dortmund,344.45,2014-11-01
RasenBallsport Leipzig,19.95,2014-11-01
Bayer 04 Leverkusen,176.85,2014-11-01
Eintracht Frankfurt,76.15,2014-11-01
VfL Wolfsburg,174.45,2014-11-01
Borussia Mönchengladbach,119.40,2014-11-01
TSG 1899 Hoffenheim,122.15,2014-11-01
VfB Stuttgart,98.80,2014-11-01
SC Freiburg,52.60,2014-11-01
1.FSV Mainz 05,79.05,2014-11-01
1.FC Köln,41.25,2014-11-01
FC Augsburg,42.85,2014-11-01
Hertha BSC,74.60,2014-11-01
1.FC Union Berlin,14.55,2014-11-01
Arminia Bielefeld,7.50,2014-11-01
VfL Bochum,13.18,2014-11-01
SpVgg Greuther Fürth,19.38,2014-11-01
FC Bayern München,564.35,2014-10-23
Borussia Dortmund,344.45,2014-10-23
RasenBallsport Leipzig,19.95,2014-10-23
Bayer 04 Leverkusen,176.85,2014-10-23
Eintracht Frankfurt,76.15,2014-10-23
VfL Wolfsburg,174.45,2014-10-23
Borussia Mönchengladbach,119.40,2014-10-23
TSG 1899 Hoffenheim,122.15,2014-10-23
VfB Stuttgart,98.80,2014-10-23
SC Freiburg,52.60,2014-10-23
1.FSV Mainz 05,79.05,2014-10-23
1.FC Köln,41.25,2014-10-23
FC Augsburg,42.85,2014-10-23
Hertha BSC,74.60,2014-10-23
1.FC Union Berlin,14.55,2014-10-23
Arminia Bielefeld,7.50,2014-10-23
VfL Bochum,13.18,2014-10-23
SpVgg Greuther Fürth,19.30,2014-10-23
FC Bayern München,566.00,2014-07-10
Borussia Dortmund,294.60,2014-07-10
RasenBallsport Leipzig,12.65,2014-07-10
Bayer 04 Leverkusen,162.55,2014-07-10
Eintracht Frankfurt,59.45,2014-07-10
VfL Wolfsburg,143.48,2014-07-10
Borussia Mönchengladbach,117.28,2014-07-10
TSG 1899 Hoffenheim,103.98,2014-07-10
VfB Stuttgart,91.95,2014-07-10
SC Freiburg,62.60,2014-07-10
1.FSV Mainz 05,49.40,2014-07-10
1.FC Köln,44.65,2014-07-10
FC Augsburg,40.80,2014-07-10
Hertha BSC,63.58,2014-07-10
1.FC Union Berlin,13.28,2014-07-10
Arminia Bielefeld,6.63,2014-07-10
VfL Bochum,13.13,2014-07-10
SpVgg Greuther Fürth,16.70,2014-07-10
FC Bayern München,534.55,2014-05-15
Borussia Dortmund,323.60,2014-05-15
RasenBallsport Leipzig,7.43,2014-05-15
Bayer 04 Leverkusen,166.15,2014-05-15
Eintracht Frankfurt,83.90,2014-05-15
VfL Wolfsburg,127.35,2014-05-15
Borussia Mönchengladbach,101.78,2014-05-15
TSG 1899 Hoffenheim,82.95,2014-05-15
VfB Stuttgart,88.40,2014-05-15
SC Freiburg,71.33,2014-05-15
1.FSV Mainz 05,58.25,2014-05-15
1.FC Köln,24.70,2014-05-15
FC Augsburg,43.60,2014-05-15
Hertha BSC,57.38,2014-05-15
1.FC Union Berlin,15.35,2014-05-15
Arminia Bielefeld,11.33,2014-05-15
VfL Bochum,12.23,2014-05-15
SpVgg Greuther Fürth,20.80,2014-05-15
FC Bayern München,534.55,2014-05-01
Borussia Dortmund,323.60,2014-05-01
RasenBallsport Leipzig,7.43,2014-05-01
Bayer 04 Leverkusen,166.15,2014-05-01
Eintracht Frankfurt,83.90,2014-05-01
VfL Wolfsburg,127.35,2014-05-01
Borussia Mönchengladbach,101.78,2014-05-01
TSG 1899 Hoffenheim,82.95,2014-05-01
VfB Stuttgart,88.80,2014-05-01
SC Freiburg,71.33,2014-05-01
1.FSV Mainz 05,58.25,2014-05-01
1.FC Köln,24.20,2014-05-01
FC Augsburg,43.60,2014-05-01
Hertha BSC,57.38,2014-05-01
1.FC Union Berlin,15.35,2014-05-01
Arminia Bielefeld,11.33,2014-05-01
VfL Bochum,12.25,2014-05-01
SpVgg Greuther Fürth,20.80,2014-05-01
FC Bayern München,534.65,2014-04-15
Borussia Dortmund,323.60,2014-04-15
RasenBallsport Leipzig,7.38,2014-04-15
Bayer 04 Leverkusen,166.05,2014-04-15
Eintracht Frankfurt,83.90,2014-04-15
VfL Wolfsburg,127.60,2014-04-15
Borussia Mönchengladbach,101.78,2014-04-15
TSG 1899 Hoffenheim,82.80,2014-04-15
VfB Stuttgart,88.80,2014-04-15
SC Freiburg,71.75,2014-04-15
1.FSV Mainz 05,58.25,2014-04-15
1.FC Köln,24.70,2014-04-15
FC Augsburg,43.60,2014-04-15
Hertha BSC,57.38,2014-04-15
1.FC Union Berlin,15.35,2014-04-15
Arminia Bielefeld,11.33,2014-04-15
VfL Bochum,12.25,2014-04-15
SpVgg Greuther Fürth,20.80,2014-04-15
FC Bayern München,534.55,2014-04-01
Borussia Dortmund,323.78,2014-04-01
RasenBallsport Leipzig,7.38,2014-04-01
Bayer 04 Leverkusen,166.05,2014-04-01
Eintracht Frankfurt,83.90,2014-04-01
VfL Wolfsburg,127.35,2014-04-01
Borussia Mönchengladbach,101.78,2014-04-01
TSG 1899 Hoffenheim,82.00,2014-04-01
VfB Stuttgart,88.80,2014-04-01
SC Freiburg,71.95,2014-04-01
1.FSV Mainz 05,58.15,2014-04-01
1.FC Köln,24.70,2014-04-01
FC Augsburg,43.60,2014-04-01
Hertha BSC,57.38,2014-04-01
1.FC Union Berlin,15.35,2014-04-01
Arminia Bielefeld,11.33,2014-04-01
VfL Bochum,12.18,2014-04-01
SpVgg Greuther Fürth,20.68,2014-04-01
FC Bayern München,525.55,2014-03-15
Borussia Dortmund,323.35,2014-03-15
RasenBallsport Leipzig,7.38,2014-03-15
Bayer 04 Leverkusen,166.05,2014-03-15
Eintracht Frankfurt,83.85,2014-03-15
VfL Wolfsburg,123.35,2014-03-15
Borussia Mönchengladbach,101.78,2014-03-15
TSG 1899 Hoffenheim,83.00,2014-03-15
VfB Stuttgart,88.40,2014-03-15
SC Freiburg,70.50,2014-03-15
1.FSV Mainz 05,56.65,2014-03-15
1.FC Köln,24.70,2014-03-15
FC Augsburg,43.60,2014-03-15
Hertha BSC,53.88,2014-03-15
1.FC Union Berlin,15.35,2014-03-15
Arminia Bielefeld,11.33,2014-03-15
VfL Bochum,11.98,2014-03-15
SpVgg Greuther Fürth,20.68,2014-03-15
FC Bayern München,525.55,2014-03-01
Borussia Dortmund,323.35,2014-03-01
RasenBallsport Leipzig,7.38,2014-03-01
Bayer 04 Leverkusen,166.05,2014-03-01
Eintracht Frankfurt,83.85,2014-03-01
VfL Wolfsburg,123.35,2014-03-01
Borussia Mönchengladbach,101.78,2014-03-01
TSG 1899 Hoffenheim,82.00,2014-03-01
VfB Stuttgart,88.40,2014-03-01
SC Freiburg,70.00,2014-03-01
1.FSV Mainz 05,56.65,2014-03-01
1.FC Köln,24.70,2014-03-01
FC Augsburg,43.60,2014-03-01
Hertha BSC,53.88,2014-03-01
1.FC Union Berlin,15.35,2014-03-01
Arminia Bielefeld,11.33,2014-03-01
VfL Bochum,11.98,2014-03-01
SpVgg Greuther Fürth,20.68,2014-03-01
FC Bayern München,525.55,2014-02-15
Borussia Dortmund,323.35,2014-02-15
RasenBallsport Leipzig,7.38,2014-02-15
Bayer 04 Leverkusen,166.15,2014-02-15
Eintracht Frankfurt,83.85,2014-02-15
VfL Wolfsburg,123.35,2014-02-15
Borussia Mönchengladbach,101.83,2014-02-15
TSG 1899 Hoffenheim,82.00,2014-02-15
VfB Stuttgart,88.40,2014-02-15
SC Freiburg,70.25,2014-02-15
1.FSV Mainz 05,56.60,2014-02-15
1.FC Köln,24.70,2014-02-15
FC Augsburg,43.58,2014-02-15
Hertha BSC,53.80,2014-02-15
1.FC Union Berlin,15.30,2014-02-15
Arminia Bielefeld,11.33,2014-02-15
VfL Bochum,11.98,2014-02-15
SpVgg Greuther Fürth,20.68,2014-02-15
FC Bayern München,484.10,2014-02-01
Borussia Dortmund,294.80,2014-02-01
RasenBallsport Leipzig,7.38,2014-02-01
Bayer 04 Leverkusen,143.30,2014-02-01
Eintracht Frankfurt,84.75,2014-02-01
VfL Wolfsburg,114.73,2014-02-01
Borussia Mönchengladbach,88.73,2014-02-01
TSG 1899 Hoffenheim,69.28,2014-02-01
VfB Stuttgart,81.80,2014-02-01
SC Freiburg,70.60,2014-02-01
1.FSV Mainz 05,48.10,2014-02-01
1.FC Köln,25.25,2014-02-01
FC Augsburg,39.38,2014-02-01
Hertha BSC,43.75,2014-02-01
1.FC Union Berlin,15.30,2014-02-01
Arminia Bielefeld,11.33,2014-02-01
VfL Bochum,12.88,2014-02-01
SpVgg Greuther Fürth,20.68,2014-02-01
FC Bayern München,483.35,2014-01-15
Borussia Dortmund,294.20,2014-01-15
RasenBallsport Leipzig,7.73,2014-01-15
Bayer 04 Leverkusen,137.30,2014-01-15
Eintracht Frankfurt,86.50,2014-01-15
VfL Wolfsburg,118.03,2014-01-15
Borussia Mönchengladbach,96.23,2014-01-15
TSG 1899 Hoffenheim,72.40,2014-01-15
VfB Stuttgart,89.00,2014-01-15
SC Freiburg,69.70,2014-01-15
1.FSV Mainz 05,44.30,2014-01-15
1.FC Köln,24.58,2014-01-15
FC Augsburg,37.30,2014-01-15
Hertha BSC,44.55,2014-01-15
1.FC Union Berlin,16.35,2014-01-15
Arminia Bielefeld,10.63,2014-01-15
VfL Bochum,12.98,2014-01-15
SpVgg Greuther Fürth,21.83,2014-01-15
FC Bayern München,483.20,2014-01-01
Borussia Dortmund,293.80,2014-01-01
RasenBallsport Leipzig,6.18,2014-01-01
Bayer 04 Leverkusen,137.30,2014-01-01
Eintracht Frankfurt,85.00,2014-01-01
VfL Wolfsburg,118.03,2014-01-01
Borussia Mönchengladbach,96.23,2014-01-01
TSG 1899 Hoffenheim,74.10,2014-01-01
VfB Stuttgart,90.75,2014-01-01
SC Freiburg,69.70,2014-01-01
1.FSV Mainz 05,44.35,2014-01-01
1.FC Köln,25.68,2014-01-01
FC Augsburg,36.00,2014-01-01
Hertha BSC,44.55,2014-01-01
1.FC Union Berlin,16.25,2014-01-01
Arminia Bielefeld,10.23,2014-01-01
VfL Bochum,12.98,2014-01-01
SpVgg Greuther Fürth,21.38,2014-01-01
FC Bayern München,487.20,2013-12-15
Borussia Dortmund,293.80,2013-12-15
RasenBallsport Leipzig,6.25,2013-12-15
Bayer 04 Leverkusen,137.10,2013-12-15
Eintracht Frankfurt,85.00,2013-12-15
VfL Wolfsburg,111.38,2013-12-15
Borussia Mönchengladbach,96.23,2013-12-15
TSG 1899 Hoffenheim,70.30,2013-12-15
VfB Stuttgart,91.25,2013-12-15
SC Freiburg,69.10,2013-12-15
1.FSV Mainz 05,41.30,2013-12-15
1.FC Köln,24.55,2013-12-15
FC Augsburg,36.80,2013-12-15
Hertha BSC,43.50,2013-12-15
1.FC Union Berlin,16.08,2013-12-15
Arminia Bielefeld,10.23,2013-12-15
VfL Bochum,12.98,2013-12-15
SpVgg Greuther Fürth,21.50,2013-12-15
FC Bayern München,487.20,2013-12-01
Borussia Dortmund,293.80,2013-12-01
RasenBallsport Leipzig,6.55,2013-12-01
Bayer 04 Leverkusen,137.20,2013-12-01
Eintracht Frankfurt,85.00,2013-12-01
VfL Wolfsburg,111.38,2013-12-01
Borussia Mönchengladbach,96.23,2013-12-01
TSG 1899 Hoffenheim,70.30,2013-12-01
VfB Stuttgart,91.25,2013-12-01
SC Freiburg,69.10,2013-12-01
1.FSV Mainz 05,41.30,2013-12-01
1.FC Köln,24.55,2013-12-01
FC Augsburg,36.80,2013-12-01
Hertha BSC,43.50,2013-12-01
1.FC Union Berlin,16.18,2013-12-01
Arminia Bielefeld,10.23,2013-12-01
VfL Bochum,12.98,2013-12-01
SpVgg Greuther Fürth,21.50,2013-12-01
FC Bayern München,487.20,2013-11-15
Borussia Dortmund,293.10,2013-11-15
RasenBallsport Leipzig,6.55,2013-11-15
Bayer 04 Leverkusen,137.20,2013-11-15
Eintracht Frankfurt,85.00,2013-11-15
VfL Wolfsburg,111.38,2013-11-15
Borussia Mönchengladbach,96.23,2013-11-15
TSG 1899 Hoffenheim,70.30,2013-11-15
VfB Stuttgart,91.25,2013-11-15
SC Freiburg,69.10,2013-11-15
1.FSV Mainz 05,41.30,2013-11-15
1.FC Köln,24.55,2013-11-15
FC Augsburg,36.80,2013-11-15
Hertha BSC,43.50,2013-11-15
1.FC Union Berlin,16.18,2013-11-15
Arminia Bielefeld,10.23,2013-11-15
VfL Bochum,12.98,2013-11-15
SpVgg Greuther Fürth,21.50,2013-11-15
FC Bayern München,483.65,2013-11-01
Borussia Dortmund,288.00,2013-11-01
RasenBallsport Leipzig,6.55,2013-11-01
Bayer 04 Leverkusen,133.10,2013-11-01
Eintracht Frankfurt,82.65,2013-11-01
VfL Wolfsburg,108.63,2013-11-01
Borussia Mönchengladbach,94.73,2013-11-01
TSG 1899 Hoffenheim,67.50,2013-11-01
VfB Stuttgart,89.90,2013-11-01
SC Freiburg,69.15,2013-11-01
1.FSV Mainz 05,40.25,2013-11-01
1.FC Köln,24.55,2013-11-01
FC Augsburg,37.10,2013-11-01
Hertha BSC,40.60,2013-11-01
1.FC Union Berlin,16.18,2013-11-01
Arminia Bielefeld,10.23,2013-11-01
VfL Bochum,12.98,2013-11-01
SpVgg Greuther Fürth,21.50,2013-11-01
FC Bayern München,483.65,2013-10-15
Borussia Dortmund,288.00,2013-10-15
RasenBallsport Leipzig,6.55,2013-10-15
Bayer 04 Leverkusen,133.10,2013-10-15
Eintracht Frankfurt,82.65,2013-10-15
VfL Wolfsburg,108.40,2013-10-15
Borussia Mönchengladbach,94.73,2013-10-15
TSG 1899 Hoffenheim,67.50,2013-10-15
VfB Stuttgart,89.90,2013-10-15
SC Freiburg,69.03,2013-10-15
1.FSV Mainz 05,40.05,2013-10-15
1.FC Köln,24.55,2013-10-15
FC Augsburg,37.10,2013-10-15
Hertha BSC,40.60,2013-10-15
1.FC Union Berlin,16.18,2013-10-15
Arminia Bielefeld,10.23,2013-10-15
VfL Bochum,12.98,2013-10-15
SpVgg Greuther Fürth,21.50,2013-10-15
FC Bayern München,483.65,2013-10-01
Borussia Dortmund,288.00,2013-10-01
RasenBallsport Leipzig,6.48,2013-10-01
Bayer 04 Leverkusen,133.10,2013-10-01
Eintracht Frankfurt,82.65,2013-10-01
VfL Wolfsburg,108.40,2013-10-01
Borussia Mönchengladbach,94.73,2013-10-01
TSG 1899 Hoffenheim,67.50,2013-10-01
VfB Stuttgart,89.40,2013-10-01
SC Freiburg,68.88,2013-10-01
1.FSV Mainz 05,40.05,2013-10-01
1.FC Köln,24.10,2013-10-01
FC Augsburg,37.10,2013-10-01
Hertha BSC,40.60,2013-10-01
1.FC Union Berlin,16.18,2013-10-01
Arminia Bielefeld,9.95,2013-10-01
VfL Bochum,12.70,2013-10-01
SpVgg Greuther Fürth,21.28,2013-10-01
FC Bayern München,483.65,2013-09-15
Borussia Dortmund,288.05,2013-09-15
RasenBallsport Leipzig,6.48,2013-09-15
Bayer 04 Leverkusen,133.10,2013-09-15
Eintracht Frankfurt,82.65,2013-09-15
VfL Wolfsburg,108.40,2013-09-15
Borussia Mönchengladbach,94.73,2013-09-15
TSG 1899 Hoffenheim,67.50,2013-09-15
VfB Stuttgart,89.40,2013-09-15
SC Freiburg,68.88,2013-09-15
1.FSV Mainz 05,39.85,2013-09-15
1.FC Köln,24.10,2013-09-15
FC Augsburg,37.10,2013-09-15
Hertha BSC,40.60,2013-09-15
1.FC Union Berlin,16.18,2013-09-15
Arminia Bielefeld,9.95,2013-09-15
VfL Bochum,12.70,2013-09-15
SpVgg Greuther Fürth,21.28,2013-09-15
FC Bayern München,483.65,2013-09-01
Borussia Dortmund,288.00,2013-09-01
RasenBallsport Leipzig,6.48,2013-09-01
Bayer 04 Leverkusen,133.10,2013-09-01
Eintracht Frankfurt,79.65,2013-09-01
VfL Wolfsburg,112.80,2013-09-01
Borussia Mönchengladbach,94.73,2013-09-01
TSG 1899 Hoffenheim,67.50,2013-09-01
VfB Stuttgart,87.28,2013-09-01
SC Freiburg,68.88,2013-09-01
1.FSV Mainz 05,40.60,2013-09-01
1.FC Köln,21.10,2013-09-01
FC Augsburg,36.85,2013-09-01
Hertha BSC,41.90,2013-09-01
1.FC Union Berlin,16.18,2013-09-01
Arminia Bielefeld,9.65,2013-09-01
VfL Bochum,12.60,2013-09-01
SpVgg Greuther Fürth,22.28,2013-09-01
FC Bayern München,501.65,2013-08-15
Borussia Dortmund,282.90,2013-08-15
RasenBallsport Leipzig,6.48,2013-08-15
Bayer 04 Leverkusen,129.60,2013-08-15
Eintracht Frankfurt,74.55,2013-08-15
VfL Wolfsburg,100.45,2013-08-15
Borussia Mönchengladbach,94.03,2013-08-15
TSG 1899 Hoffenheim,63.50,2013-08-15
VfB Stuttgart,97.28,2013-08-15
SC Freiburg,61.30,2013-08-15
1.FSV Mainz 05,38.65,2013-08-15
1.FC Köln,20.83,2013-08-15
FC Augsburg,31.35,2013-08-15
Hertha BSC,41.65,2013-08-15
1.FC Union Berlin,16.18,2013-08-15
Arminia Bielefeld,9.85,2013-08-15
VfL Bochum,13.00,2013-08-15
SpVgg Greuther Fürth,21.03,2013-08-15
FC Bayern München,503.15,2013-08-01
Borussia Dortmund,282.70,2013-08-01
RasenBallsport Leipzig,6.20,2013-08-01
Bayer 04 Leverkusen,128.10,2013-08-01
Eintracht Frankfurt,74.55,2013-08-01
VfL Wolfsburg,101.45,2013-08-01
Borussia Mönchengladbach,94.03,2013-08-01
TSG 1899 Hoffenheim,63.30,2013-08-01
VfB Stuttgart,96.78,2013-08-01
SC Freiburg,61.48,2013-08-01
1.FSV Mainz 05,38.85,2013-08-01
1.FC Köln,21.43,2013-08-01
FC Augsburg,31.35,2013-08-01
Hertha BSC,41.80,2013-08-01
1.FC Union Berlin,16.18,2013-08-01
Arminia Bielefeld,9.85,2013-08-01
VfL Bochum,13.00,2013-08-01
SpVgg Greuther Fürth,21.03,2013-08-01
FC Bayern München,503.15,2013-07-15
Borussia Dortmund,282.70,2013-07-15
RasenBallsport Leipzig,6.20,2013-07-15
Bayer 04 Leverkusen,127.80,2013-07-15
Eintracht Frankfurt,74.35,2013-07-15
VfL Wolfsburg,107.65,2013-07-15
Borussia Mönchengladbach,93.83,2013-07-15
TSG 1899 Hoffenheim,64.95,2013-07-15
VfB Stuttgart,96.68,2013-07-15
SC Freiburg,61.48,2013-07-15
1.FSV Mainz 05,37.95,2013-07-15
1.FC Köln,20.95,2013-07-15
FC Augsburg,31.05,2013-07-15
Hertha BSC,41.80,2013-07-15
1.FC Union Berlin,16.60,2013-07-15
Arminia Bielefeld,9.55,2013-07-15
VfL Bochum,11.18,2013-07-15
SpVgg Greuther Fürth,21.83,2013-07-15
FC Bayern München,509.15,2013-07-01
Borussia Dortmund,248.10,2013-07-01
RasenBallsport Leipzig,5.80,2013-07-01
Bayer 04 Leverkusen,122.13,2013-07-01
Eintracht Frankfurt,72.15,2013-07-01
VfL Wolfsburg,115.15,2013-07-01
Borussia Mönchengladbach,93.93,2013-07-01
TSG 1899 Hoffenheim,68.88,2013-07-01
VfB Stuttgart,100.03,2013-07-01
SC Freiburg,50.63,2013-07-01
1.FSV Mainz 05,39.08,2013-07-01
1.FC Köln,18.55,2013-07-01
FC Augsburg,24.25,2013-07-01
Hertha BSC,42.30,2013-07-01
1.FC Union Berlin,16.80,2013-07-01
Arminia Bielefeld,8.95,2013-07-01
VfL Bochum,15.93,2013-07-01
SpVgg Greuther Fürth,20.58,2013-07-01
FC Bayern München,431.95,2013-06-15
Borussia Dortmund,254.70,2013-06-15
RasenBallsport Leipzig,5.98,2013-06-15
Bayer 04 Leverkusen,143.05,2013-06-15
Eintracht Frankfurt,57.20,2013-06-15
VfL Wolfsburg,94.40,2013-06-15
Borussia Mönchengladbach,84.50,2013-06-15
TSG 1899 Hoffenheim,73.88,2013-06-15
VfB Stuttgart,90.95,2013-06-15
SC Freiburg,51.50,2013-06-15
1.FSV Mainz 05,49.28,2013-06-15
1.FC Köln,20.00,2013-06-15
FC Augsburg,34.10,2013-06-15
Hertha BSC,33.90,2013-06-15
1.FC Union Berlin,13.70,2013-06-15
Arminia Bielefeld,6.80,2013-06-15
VfL Bochum,18.35,2013-06-15
SpVgg Greuther Fürth,32.20,2013-06-15
FC Bayern München,431.95,2013-06-01
Borussia Dortmund,254.70,2013-06-01
RasenBallsport Leipzig,5.98,2013-06-01
Bayer 04 Leverkusen,143.05,2013-06-01
Eintracht Frankfurt,57.20,2013-06-01
VfL Wolfsburg,94.40,2013-06-01
Borussia Mönchengladbach,84.50,2013-06-01
TSG 1899 Hoffenheim,73.88,2013-06-01
VfB Stuttgart,90.95,2013-06-01
SC Freiburg,51.50,2013-06-01
1.FSV Mainz 05,49.28,2013-06-01
1.FC Köln,20.00,2013-06-01
FC Augsburg,34.10,2013-06-01
Hertha BSC,33.90,2013-06-01
1.FC Union Berlin,13.70,2013-06-01
Arminia Bielefeld,6.80,2013-06-01
VfL Bochum,18.35,2013-06-01
SpVgg Greuther Fürth,32.20,2013-06-01
FC Bayern München,431.70,2013-05-15
Borussia Dortmund,254.70,2013-05-15
RasenBallsport Leipzig,5.98,2013-05-15
Bayer 04 Leverkusen,143.05,2013-05-15
Eintracht Frankfurt,57.20,2013-05-15
VfL Wolfsburg,94.40,2013-05-15
Borussia Mönchengladbach,84.50,2013-05-15
TSG 1899 Hoffenheim,73.78,2013-05-15
VfB Stuttgart,90.95,2013-05-15
SC Freiburg,51.40,2013-05-15
1.FSV Mainz 05,49.28,2013-05-15
1.FC Köln,20.00,2013-05-15
FC Augsburg,34.20,2013-05-15
Hertha BSC,33.90,2013-05-15
1.FC Union Berlin,13.70,2013-05-15
Arminia Bielefeld,6.80,2013-05-15
VfL Bochum,18.35,2013-05-15
SpVgg Greuther Fürth,32.20,2013-05-15
FC Bayern München,431.70,2013-05-01
Borussia Dortmund,254.70,2013-05-01
RasenBallsport Leipzig,6.28,2013-05-01
Bayer 04 Leverkusen,143.05,2013-05-01
Eintracht Frankfurt,57.20,2013-05-01
VfL Wolfsburg,94.40,2013-05-01
Borussia Mönchengladbach,84.50,2013-05-01
TSG 1899 Hoffenheim,73.63,2013-05-01
VfB Stuttgart,90.95,2013-05-01
SC Freiburg,51.25,2013-05-01
1.FSV Mainz 05,48.90,2013-05-01
1.FC Köln,20.00,2013-05-01
FC Augsburg,34.10,2013-05-01
Hertha BSC,33.90,2013-05-01
1.FC Union Berlin,13.70,2013-05-01
Arminia Bielefeld,6.80,2013-05-01
VfL Bochum,18.35,2013-05-01
SpVgg Greuther Fürth,32.20,2013-05-01
FC Bayern München,431.70,2013-04-15
Borussia Dortmund,254.70,2013-04-15
RasenBallsport Leipzig,6.28,2013-04-15
Bayer 04 Leverkusen,143.05,2013-04-15
Eintracht Frankfurt,57.20,2013-04-15
VfL Wolfsburg,94.40,2013-04-15
Borussia Mönchengladbach,84.50,2013-04-15
TSG 1899 Hoffenheim,73.58,2013-04-15
VfB Stuttgart,90.95,2013-04-15
SC Freiburg,51.25,2013-04-15
1.FSV Mainz 05,48.90,2013-04-15
1.FC Köln,20.00,2013-04-15
FC Augsburg,34.10,2013-04-15
Hertha BSC,33.78,2013-04-15
1.FC Union Berlin,13.70,2013-04-15
Arminia Bielefeld,6.80,2013-04-15
